"","participant_num","T_start","T_end","Duration__in_seconds_","Affiliation","PrefCand","PrefStrength","PrefStrengthRep","WinProb","WinProbRep","FraudProb","FraudProbMap","DeltaFraudProb","Map","MapMatchPrefer","age.x","state.x","StartDate","EndDate","Duration_inSeconds_","RecordedDate","consent","affiliation","affiliation_4_TEXT","vote","PrefCand_election_day","preferred_candidate_3_TEXT","PrefStrength_election_day","PrefCand_present","preferred_now_3_TEXT","PrefStrength_present","WinCount","WinCount_confidence","WinElectoral","WinElectoral_confidence","WinFraudless","WinFraudless_confidence","PopVoteShareBiden","PopVoteShareBidenNoFraud","NextPresident","NextPresidentConf","attention_check_4","fraud_prob_order_B_T_1","fraud_prob_order_B_T_2","fraud_prob_order_T_B_1","fraud_prob_order_T_B_2","FraudPercent","fraud_benefit_T_B_1","fraud_benefit_B_T_1","FraudActivities","FraudActivities_free_text","ImpactElectoralManipulationPreElection","ImpactVoteFraud","ImpactBallotFraud","ImpactMailFraud","ImpactElectronicSystems","ImpactMisrecording","ImpactMisreporting","ImpactSocialMediaFalseNews","ImpactRightMediaFalseNews","ImpactLeftMediaFalseNews","ImpactNewsAggregFalseNews","fraud_type_ben_T_B_5","fraud_type_ben_T_B_6","fraud_type_ben_T_B_7","fraud_type_ben_T_B_8","fraud_type_ben_T_B_9","fraud_type_ben_T_B_10","fraud_type_ben_T_B_11","fraud_type_ben_T_B_13","fraud_type_ben_T_B_2","fraud_type_ben_T_B_3","fraud_type_ben_T_B_4","fraud_type_ben_B_T_5","fraud_type_ben_B_T_6","fraud_type_ben_B_T_7","fraud_type_ben_B_T_8","fraud_type_ben_B_T_9","fraud_type_ben_B_T_10","fraud_type_ben_B_T_11","fraud_type_ben_B_T_13","fraud_type_ben_B_T_2","fraud_type_ben_B_T_3","fraud_type_ben_B_T_4","citizenship","gender","age.y","state.y","order","entry_num","exclude","exclude_reason","FraudProbCatBiden","FraudProbCatTrump","Fraudbenefitrump","BenefitRightMediaFalseNews","BenefitLeftMediaFalseNews","BenefitNewsAggregFalseNews","BenefitElectoralManipulationPreElection","BenefitVoteFraud","BenefitBallotFraud","BenefitMailFraud","BenefitElectronicSystems","BenefitMisrecording","BenefitMisreporting","BenefitSocialMediaFalseNews","PopVoteShareBidenChange","original_other"
"830",852,"20201104T185825","20201104T190017",111,"Ind","Other",81,NA,5,NA,18,24,6,"Rep",NA,30,"Kansas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831",853,"20201104T191423","20201104T192144",440,"Dem","Dem",100,-100,70,30,20,10,-10,"Dem",TRUE,54,"Connecticut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832",854,"20201105T001117","20201105T001311",114,"Dem","Dem",100,-100,94,6,3,1,-2,"Rep",FALSE,47,"Missouri","20210119T214345","20210119T215029",404,2021-01-19 21:50:29,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,71,71,"Joe Biden",100,100,"Extremely unlikely","Unlikely",NA,NA,1,"50",NA,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,60,94,9,0,0,0,0,0,0,0,0,0,0,51,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",47,"Missouri",76,1,FALSE,NA,"Extremely unlikely","Unlikely",50,100,49,62,100,100,100,100,100,100,100,100,0,FALSE
"833",855,"20201105T070452","20201105T070641",108,"Dem","Dem",98,-98,60,40,0,0,0,"Dem",TRUE,39,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834",856,"20201105T051446","20201105T051657",130,"Dem","Dem",100,-100,90,10,0,20,20,"Rep",FALSE,70,"Louisiana","20210120T011306","20210120T011930",383,2021-01-20 01:19:30,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,60,60,"Joe Biden",100,100,NA,NA,"Likely","Extremely unlikely",5,"0",NA,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,61,5,0,0,0,0,0,63,64,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","93","51","51","51","51","51","92","93","51","51","Yes","Male",70,"Louisiana",373,1,FALSE,NA,"Extremely unlikely","Likely",100,93,51,51,92,93,51,51,51,51,51,92,0,FALSE
"835",857,"20201105T070022","20201105T070205",102,"Dem","Dem",100,-100,85,15,0,0,0,"Rep",FALSE,46,"Virginia","20210120T051133","20210120T051624",291,2021-01-20 05:16:25,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,52,52,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,55,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
",NA,0,0,0,0,0,0,0,14,14,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","51","51","51","51","52","52","64","64","48","49","Yes","Female",47,"Virginia",534,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",55,64,48,49,51,51,51,51,51,52,52,64,0,FALSE
"836",858,"20201105T080034","20201105T080907",512,"Ind","Dem",90,-90,90,10,20,5,-15,"Dem",TRUE,32,"Colorado","20210120T065409","20210120T065735",205,2021-01-20 06:57:35,"Yes","Ind",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",80,"Joe Biden",80,"Dem",90,70,39,"Joe Biden",100,100,"Unlikely","Likely",NA,NA,11,"33",NA,"False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,0,0,0,0,0,0,0,0,0,0,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","100","99","100","99","100","99","100","100","100","100","Yes","Female",32,"Colorado",712,1,FALSE,NA,"Unlikely","Likely",67,100,100,100,100,100,99,100,99,100,99,100,-31,FALSE
"837",859,"20201104T231038","20201104T231544",306,"Dem","Dem",100,-100,100,0,13,0,-13,"Dem",TRUE,30,"California","20210119T223931","20210119T224546",375,2021-01-19 22:45:46,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,100,100,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,"0",NA,"Electorate manipulation prior to election day,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,28,0,0,0,0,0,0,95,90,67,87,0,51,51,51,51,51,51,0,23,49,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",30,"California",261,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",100,77,51,91,100,49,49,49,49,49,49,100,0,FALSE
"838",860,"20201104T195731","20201104T200014",163,"Ind","Rep",100,100,99,99,0,100,100,"Dem",FALSE,32,"Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839",861,"20201105T064918","20201105T065156",157,"Dem","Dem",100,-100,99,1,0,0,0,"Dem",TRUE,63,"Ohio","20210119T222924","20210119T223828",543,2021-01-19 22:38:28,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,51,51,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,"48",NA,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",63,"Ohio",252,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",52,100,0,100,100,100,100,100,100,100,100,100,0,FALSE
"840",862,"20201105T064103","20201105T064348",165,"Dem","Dem",100,-100,80,20,9,10,1,"Rep",FALSE,54,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841",863,"20201105T073606","20201105T073841",154,"Ind","Rep",100,100,55,55,100,0,-100,"Rep",TRUE,64,"Florida","20210120T055743","20210120T060249",306,2021-01-20 06:02:50,"Yes","Ind",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",16,"Joe Biden",100,"Rep",100,56,20,"Joe Biden",100,100,"Extremely likely","Extremely unlikely",NA,NA,40,"100",NA,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""left-wing"" media,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,5,64,92,100,100,100,100,100,9,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","0","0","0","0","0","0","0","59","0","0","Yes","Male",64,"Florida",605,1,FALSE,NA,"Extremely likely","Extremely unlikely",0,59,0,0,50,0,0,0,0,0,0,0,-36,FALSE
"842",864,"20201104T185426","20201104T185612",106,"Dem","Dem",100,-100,62,38,29,9,-20,"Rep",FALSE,55,"Indiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843",865,"20201104T185306","20201104T185510",124,"Dem","Dem",100,-100,70,30,5,0,-5,"Dem",TRUE,22,"Illinois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844",866,"20201104T193839","20201104T194014",94,"Rep","Dem",100,-100,59,41,0,0,0,"Dem",TRUE,19,"North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845",867,"20201104T201942","20201104T202104",81,"Rep","Rep",70,70,16,16,58,63,5,"Dem",FALSE,31,"Texas","20210120T064455","20210120T064832",216,2021-01-20 06:48:32,"Yes","Rep",NA,"Yes","Rep",NA,9,"Dem",NA,17,"Joe Biden",80,"Joe Biden",88,"Dem",59,61,61,"Joe Biden",97,100,NA,NA,"Unlikely","Unlikely",18,"81",NA,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,False news stories by news aggregator services (e.g., Reuters, Allied Press)",NA,39,87,99,98,40,28,28,71,33,32,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","22","8","10","42","46","43","25","35","82","44","Yes","Female",31,"Texas",695,1,FALSE,NA,"Unlikely","Unlikely",19,35,82,44,25,22,8,10,42,46,43,25,0,FALSE
"846",868,"20201104T190410","20201104T190540",89,"Dem","Dem",80,-80,60,40,40,30,-10,"Rep",FALSE,36,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847",869,"20201105T060255","20201105T060653",238,"Other","Other",33,NA,0,NA,3,7,4,"Dem",NA,28,"Georgia","20210120T081548","20210120T081825",157,2021-01-20 08:18:26,"Yes","Ind",NA,"Yes","Other",NA,17,"Other",NA,13,"Joe Biden",92,"Joe Biden",95,"Dem",97,54,54,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,NA,51,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials",NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","51","51","51","51","51","51","51","51","51","51","Yes","Male",28,"Georgia",868,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",51,51,51,51,50,51,51,51,51,51,51,51,0,TRUE
"848",870,"20201104T185844","20201104T190056",131,"Rep","Dem",91,-91,80,20,16,18,2,"Rep",FALSE,68,"South Dakota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849",871,"20201104T185644","20201104T190022",217,"Rep","Rep",69,69,78,78,83,82,-1,"Dem",FALSE,40,"Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850",872,"20201104T213543","20201104T213635",52,"Ind","Dem",29,-29,72,28,38,75,37,"Rep",FALSE,20,"Connecticut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851",873,"20201105T080357","20201105T080553",115,"Ind","Dem",100,-100,98,2,0,0,0,"Dem",TRUE,69,"Wisconsin","20210120T074807","20210120T075349",342,2021-01-20 07:53:50,"Yes","Ind",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,55,55,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,1,"50",NA,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems",NA,51,0,0,3,0,0,0,72,91,10,0,51,46,46,45,44,50,50,5,0,57,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",70,"Wisconsin",830,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,100,43,50,49,54,54,55,56,50,50,95,0,FALSE
"852",874,"20201105T060812","20201105T060940",87,"Dem","Dem",100,-100,90,10,10,10,0,"Dem",TRUE,58,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853",875,"20201104T201313","20201104T212437",4284,"Dem","Dem",100,-100,95,5,0,0,0,"Dem",TRUE,45,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854",876,"20201104T201009","20201104T201140",90,"Rep","Rep",100,100,100,100,100,0,-100,"Rep",TRUE,43,"Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855",877,"20201104T190051","20201104T190221",89,"Dem","Dem",55,-55,95,5,5,5,0,"Rep",FALSE,62,"Wisconsin","20210120T094319","20210120T094820",300,2021-01-20 09:48:20,"Yes","Dem",NA,"Yes","Dem",NA,85,"Dem",NA,94,"Joe Biden",100,"Joe Biden",100,"Dem",100,56,56,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,"50",NA,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
",NA,0,0,0,0,0,0,0,38,27,15,0,50,50,50,50,49,49,49,36,0,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",62,"Wisconsin",945,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,100,0,50,50,50,50,50,51,51,51,64,0,FALSE
"856",878,"20201104T205940","20201104T210051",71,"Dem","Dem",56,-56,76,24,11,72,61,"Rep",FALSE,23,"Minnesota","20210120T084727","20210120T085010",162,2021-01-20 08:50:10,"Yes","Dem",NA,"Yes","Dem",NA,94,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,53,53,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,"51",NA,"Vote buying / voter impersonation / misuse of proxy votes,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,0,0,0,0,51,51,51,51,51,50,51,51,51,51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",23,"Minnesota",908,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",49,49,49,49,49,49,49,49,49,50,49,49,0,FALSE
"857",879,"20201104T190329","20201104T190755",266,"Dem","Dem",100,-100,57,43,51,5,-46,"Dem",TRUE,49,"Texas","20210119T214327","20210119T214852",325,2021-01-19 21:48:53,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,47,53,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,1,"50",NA,"Electorate manipulation prior to election day,Social media campaigns spreading false information",NA,57,0,0,0,3,0,0,68,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","0","0","0","0","0","0","59","0","0","0","Yes","Female",NA,NA,62,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,0,0,0,71,0,0,0,0,0,0,59,6,FALSE
"858",880,"20201104T184931","20201104T185345",253,"Dem","Dem",100,-100,56,44,2,1,-1,"Dem",TRUE,23,"New York","20210119T224955","20210119T225321",206,2021-01-19 22:53:21,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",99,"Joe Biden",99,"Dem",100,54,56,"Joe Biden",100,100,NA,NA,"Unlikely","Extremely unlikely",0,NA,93,"Electorate manipulation prior to election day,Mail-in ballot fraud
,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,59,0,0,3,1,1,0,77,60,6,1,2,34,31,31,34,37,45,9,4,76,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",24,"New York",278,1,FALSE,NA,"Extremely unlikely","Unlikely",93,96,24,44,98,66,69,69,66,63,55,91,2,FALSE
"859",881,"20201104T225352","20201104T225553",120,"Dem","Dem",100,-100,75,25,5,1,-4,"Dem",TRUE,33,"Massachusetts","20210119T220008","20210119T221056",647,2021-01-19 22:10:57,"Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,47,47,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",1,"0",NA,"Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,22,23,0,0,40,0,50,51,50,50,49,0,0,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",33,"Massachusetts",196,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",100,100,50,50,60,100,50,49,50,50,51,100,0,FALSE
"860",882,"20201104T210625","20201104T214630",2405,"Rep","Rep",81,81,20,20,6,18,12,"Rep",TRUE,45,"Texas","20210119T231412","20210119T231939",327,2021-01-19 23:19:39,"Yes","Rep",NA,"Yes","Rep",NA,63,"Other","neither candidate",84,"Joe Biden",61,"Joe Biden",92,"Don't know",99,65,69,"Joe Biden",90,100,NA,NA,"Unlikely","Likely",11,NA,15,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-reporting of final vote counts by state electoral officials",NA,36,28,34,34,50,36,65,59,48,44,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","22","30","30","23","28","25","21","79","20","46","Yes","Female",45,"Texas",313,1,FALSE,NA,"Likely","Unlikely",15,79,20,46,23,22,30,30,23,28,25,21,4,FALSE
"861",883,"20201104T190743","20201104T190916",93,"Ind","Dem",100,-100,85,15,100,90,-10,"Rep",FALSE,63,"Missouri","20210119T214734","20210119T215341",367,2021-01-19 21:53:41,"Yes","Ind",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,60,60,"Joe Biden",100,100,"Extremely unlikely","Unlikely",NA,NA,0,NA,61,"Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,60,60,6,0,29,40,40,50,42,50,50,32,32,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",63,"Missouri",98,1,FALSE,NA,"Extremely unlikely","Unlikely",61,68,50,50,71,60,60,50,58,50,50,68,0,FALSE
"862",884,"20201105T075311","20201105T075503",112,"Dem","Dem",100,-100,66,34,10,0,-10,"Dem",TRUE,38,"South Dakota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
