"","X","participant_num","T_start","T_end","Duration__in_seconds_","Affiliation","PrefCand","PrefStrength","PrefStrengthRep","WinProb","WinProbRep","FraudProb","FraudProbMap","DeltaFraudProb","Map","MapMatchPrefer","age.x","state.x","StartDate","EndDate","Duration_inSeconds_","RecordedDate","consent","affiliation","affiliation_4_TEXT","vote","PrefCand_election_day","preferred_candidate_3_TEXT","PrefStrength_election_day","PrefCand_present","preferred_now_3_TEXT","PrefStrength_present","WinCount","WinCount_confidence","WinElectoral","WinElectoral_confidence","WinFraudless","WinFraudless_confidence","PopVoteShareBiden","PopVoteShareBidenNoFraud","NextPresident","NextPresidentConf","attention_check_4","fraud_prob_order_B_T_1","fraud_prob_order_B_T_2","fraud_prob_order_T_B_1","fraud_prob_order_T_B_2","FraudPercent","fraud_benefit_T_B_1","fraud_benefit_B_T_1","FraudActivities","FraudActivities_free_text","ImpactElectoralManipulationPreElection","ImpactVoteFraud","ImpactBallotFraud","ImpactMailFraud","ImpactElectronicSystems","ImpactMisrecording","ImpactMisreporting","ImpactSocialMediaFalseNews","ImpactRightMediaFalseNews","ImpactLeftMediaFalseNews","ImpactNewsAggregFalseNews","fraud_type_ben_T_B_5","fraud_type_ben_T_B_6","fraud_type_ben_T_B_7","fraud_type_ben_T_B_8","fraud_type_ben_T_B_9","fraud_type_ben_T_B_10","fraud_type_ben_T_B_11","fraud_type_ben_T_B_13","fraud_type_ben_T_B_2","fraud_type_ben_T_B_3","fraud_type_ben_T_B_4","fraud_type_ben_B_T_5","fraud_type_ben_B_T_6","fraud_type_ben_B_T_7","fraud_type_ben_B_T_8","fraud_type_ben_B_T_9","fraud_type_ben_B_T_10","fraud_type_ben_B_T_11","fraud_type_ben_B_T_13","fraud_type_ben_B_T_2","fraud_type_ben_B_T_3","fraud_type_ben_B_T_4","citizenship","gender","age.y","state.y","order","entry_num","exclude","exclude_reason","FraudProbCatBiden","FraudProbCatTrump","Fraudbenefitrump","BenefitRightMediaFalseNews","BenefitLeftMediaFalseNews","BenefitNewsAggregFalseNews","BenefitElectoralManipulationPreElection","BenefitVoteFraud","BenefitBallotFraud","BenefitMailFraud","BenefitElectronicSystems","BenefitMisrecording","BenefitMisreporting","BenefitSocialMediaFalseNews","PopVoteShareBidenChange","original_other"
"354",711,729,"20201105T062312","20201105T062408",56,"Dem","Dem",100,-100,77,23,0,0,0,"Dem",TRUE,35,"Connecticut","20210120T061844","20210120T062128",164,"2021-01-20 06:21:29","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,100,100,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,100,"Social media campaigns spreading false information",NA,51,4,0,2,0,0,1,1,2,1,1,14,11,10,9,7,9,6,4,5,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",35,"Connecticut",645,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",100,95,94,96,86,89,90,91,93,91,94,96,0,FALSE
"355",715,733,"20201104T190449","20201104T190711",142,"Ind","Dem",94,-94,82,18,15,86,71,"Rep",FALSE,59,"Illinois","20210119T214329","20210119T215300",571,"2021-01-19 21:53:00","Yes","Dem",NA,"Yes","Dem",NA,97,"Dem",NA,99,"Joe Biden",100,"Joe Biden",100,"Dem",100,55,55,"Joe Biden",100,100,NA,NA,"Unlikely","Extremely unlikely",0,NA,70,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,5,9,12,7,1,0,0,79,71,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,76,66,67,49,50,50,81,100,15,45,"Yes","Male",59,"Illinois",95,1,FALSE,NA,"Extremely unlikely","Unlikely",70,100,15,45,70,76,66,67,49,50,50,81,0,FALSE
"356",716,734,"20201105T054234","20201105T054756",322,"Ind","Dem",80,-80,70,30,10,11,1,"Dem",TRUE,65,"Georgia","20210120T065807","20210120T070704",536,"2021-01-20 07:07:04","Yes","Ind",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,57,57,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,NA,50,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems",NA,0,1,1,0,0,0,0,0,0,0,0,51,54,53,52,50,51,51,29,100,1,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",65,"Georgia",725,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,0,99,49,49,46,47,48,50,49,49,71,0,FALSE
"357",721,739,"20201104T192753","20201104T193024",151,"Dem","Dem",100,-100,96,4,10,6,-4,"Dem",TRUE,29,"Washington","20210119T220133","20210119T220414",161,"2021-01-19 22:04:15","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,52,52,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,49,NA,"Electorate manipulation prior to election day,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,68,0,0,0,0,0,0,57,69,0,0,7,51,51,51,51,51,51,3,0,51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",29,"Washington",173,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",51,100,49,49,93,49,49,49,49,49,49,97,0,FALSE
"358",722,740,"20201104T202437","20201104T202621",104,"Dem","Dem",82,-82,93,7,1,0,-1,"Dem",TRUE,41,"Colorado","20210119T215438","20210119T220049",371,"2021-01-19 22:00:50","Yes","Dem",NA,"Yes","Dem",NA,60,"Dem",NA,80,"Joe Biden",100,"Joe Biden",100,"Dem",100,70,70,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,NA,98,"Electorate manipulation prior to election day,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,93,87,90,87,88,96,90,89,39,50,"Yes","Female",42,"Colorado",153,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",98,89,39,50,82,93,87,90,87,88,96,90,0,FALSE
"359",723,741,"20201104T191142","20201104T191308",85,"Dem","Dem",100,-100,72,28,76,100,24,"Rep",FALSE,32,"Pennsylvania","20210120T024401","20210120T024708",187,"2021-01-20 02:47:08","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,75,90,"Joe Biden",100,100,NA,NA,"Extremely likely","Extremely unlikely",1,0,NA,"Mis-recording of votes by state vote-counters and state electoral officials
,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,3,0,25,28,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,"Yes","Female",32,"Pennsylvania",399,1,FALSE,NA,"Extremely unlikely","Extremely likely",100,100,100,100,100,100,100,100,100,100,100,100,15,FALSE
"360",726,744,"20201104T185554","20201104T185754",120,"Rep","Rep",86,86,50,50,56,3,-53,"Rep",TRUE,38,"Kansas","20210119T214951","20210119T215421",269,"2021-01-19 21:54:21","Yes","Rep",NA,"Yes","Rep",NA,95,"Rep",NA,96,"Joe Biden",49,"Joe Biden",48,"Rep",99,52,27,"Joe Biden",100,100,"Likely","Extremely unlikely",NA,NA,20,NA,1,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Mis-recording of votes by state vote-counters and state electoral officials
",NA,14,11,68,85,26,65,54,6,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,14,7,8,12,7,7,12,73,12,17,"Yes","Female",38,"Kansas",103,1,FALSE,NA,"Likely","Extremely unlikely",1,73,12,17,11,14,7,8,12,7,7,12,-25,FALSE
"361",727,745,"20201105T065205","20201105T065259",53,"Dem","Dem",99,-99,95,5,4,0,-4,"Dem",TRUE,45,"New Jersey","20210120T054730","20210120T055044",194,"2021-01-20 05:50:45","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,100,100,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,50,"Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,0,0,0,0,50,50,51,50,50,10,14,0,0,69,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",45,"New Jersey",586,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,100,31,32,50,50,49,50,50,90,86,100,0,FALSE
"362",729,747,"20201104T185312","20201104T185449",97,"Dem","Dem",53,-53,50,50,49,47,-2,"Dem",TRUE,38,"Illinois","20210120T083104","20210120T083405",181,"2021-01-20 08:34:06","Yes","Dem",NA,"Yes","Dem",NA,44,"Dem",NA,42,"Joe Biden",79,"Joe Biden",79,"Don't know",78,54,54,"Joe Biden",100,100,"Likely","Unlikely",NA,NA,40,NA,30,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media",NA,38,60,45,68,42,40,33,61,37,42,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,17,38,39,39,30,35,33,45,38,47,"Yes","Male",38,"Illinois",886,1,FALSE,NA,"Likely","Unlikely",30,45,38,47,40,17,38,39,39,30,35,33,0,FALSE
"363",731,749,"20201104T190103","20201104T190146",43,"Dem","Dem",100,-100,85,15,0,0,0,"Dem",TRUE,25,"Illinois","20210119T215356","20210119T215640",163,"2021-01-19 21:56:40","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,55,55,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,NA,100,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials",NA,0,0,0,0,0,0,0,100,100,20,0,50,51,51,49,50,50,50,0,0,69,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",25,"Illinois",121,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",100,100,31,72,50,49,49,51,50,50,50,100,0,FALSE
"364",733,751,"20201105T062718","20201105T062907",109,"Dem","Dem",100,-100,60,40,2,2,0,"Dem",TRUE,29,"Texas","20210120T085321","20210120T085644",202,"2021-01-20 08:56:44","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,60,60,"Joe Biden",100,100,"Extremely unlikely","Unlikely",NA,NA,0,NA,92,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes",NA,1,0,0,0,0,0,0,38,39,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,73,74,70,67,68,60,100,98,39,51,"Yes","Female",30,"Texas",915,1,FALSE,NA,"Extremely unlikely","Unlikely",92,98,39,51,67,73,74,70,67,68,60,100,0,FALSE
"365",737,755,"20201105T051808","20201105T052054",165,"Dem","Dem",95,-95,95,5,100,0,-100,"Rep",FALSE,71,"Louisiana","20210120T090153","20210120T091123",570,"2021-01-20 09:11:24","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,30,29,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,NA,0,"Electorate manipulation prior to election day,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,100,0,0,0,0,0,0,100,100,0,0,0,33,32,28,23,23,31,0,0,34,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",71,"Louisiana",926,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",0,100,66,65,100,67,68,72,77,77,69,100,-1,FALSE
"366",738,756,"20201104T192223","20201104T192451",147,"Rep","Rep",100,100,50,50,82,0,-82,"Rep",TRUE,76,"Ohio","20210120T012717","20210120T013320",362,"2021-01-20 01:33:20","Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",100,"Joe Biden",100,"Rep",100,57,23,"Joe Biden",100,100,"Extremely likely","Extremely unlikely",NA,NA,41,98,NA,"Electorate manipulation prior to election day,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
",NA,12,16,11,61,69,10,3,1,0,2,1,67,61,86,95,98,61,55,50,49,55,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",77,"Ohio",375,1,FALSE,NA,"Extremely likely","Extremely unlikely",2,51,45,49,33,39,14,5,2,39,45,50,-34,FALSE
"367",742,760,"20201105T073828","20201105T074055",146,"Rep","Dem",60,-60,80,20,25,40,15,"Rep",FALSE,48,"North Carolina","20210119T214150","20210119T214526",215,"2021-01-19 21:45:26","Yes","Rep",NA,"Yes","Dem",NA,80,"Dem",NA,80,"Joe Biden",100,"Joe Biden",100,"Rep",51,55,45,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,50,NA,"Mail-in ballot fraud
,Social media campaigns spreading false information,False news stories by ""right-wing"" media,False news stories by ""left-wing"" media",NA,0,0,0,0,0,0,0,0,0,0,0,51,51,51,51,51,51,51,51,51,51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",49,"North Carolina",26,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,49,49,49,49,49,49,49,49,49,49,49,-10,FALSE
"368",743,762,"20201105T062341","20201105T062622",160,"Rep","Rep",100,100,82,82,100,0,-100,"Rep",TRUE,70,"Michigan","20210120T033758","20210120T034454",415,"2021-01-20 03:44:54","Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",0,"Joe Biden",0,"Rep",100,72,0,"Joe Biden",0,100,NA,NA,"Extremely likely","Extremely unlikely",100,NA,0,"Electorate manipulation prior to election day,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,False news stories by ""left-wing"" media,Other (please explain)
","80,000,000 votes for Bide, more than Obama got? You have to be kidding!",65,60,100,100,80,77,100,51,11,79,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,50,14,9,"Yes","Male",70,"Michigan",435,1,FALSE,NA,"Extremely unlikely","Extremely likely",0,50,14,9,0,0,0,0,0,0,0,0,-72,FALSE
"369",744,763,"20201105T041442","20201105T041655",133,"Dem","Dem",95,-95,85,15,5,15,10,"Rep",FALSE,38,"Indiana","20210120T043935","20210120T044454",319,"2021-01-20 04:44:55","Yes","Dem",NA,"Yes","Dem",NA,90,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",95,52,52,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,50,NA,"Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
",NA,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,49,49,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",38,"Indiana",501,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,50,50,50,50,50,50,50,50,50,51,51,0,FALSE
"370",745,764,"20201104T185134","20201104T185309",94,"Dem","Dem",60,-60,72,28,51,30,-21,"Dem",TRUE,25,"Texas","20210119T214907","20210119T215223",195,"2021-01-19 21:52:23","Yes","Dem",NA,"Yes","Dem",NA,84,"Dem",NA,91,"Joe Biden",94,"Joe Biden",100,"Dem",91,91,91,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,50,"Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information",NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,50,50,50,50,50,50,50,50,"Yes","Male",25,"Texas",89,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,50,50,50,50,50,50,50,50,50,50,50,0,FALSE
"371",749,768,"20201104T233140","20201104T233320",100,"Dem","Dem",81,-81,81,19,19,18,-1,"Rep",FALSE,33,"California","20210119T215344","20210119T215733",228,"2021-01-19 21:57:33","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Don't know",51,40,51,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,18,17,NA,"Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
",NA,0,3,5,60,21,23,22,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,78,76,85,71,70,62,61,62,59,65,"Yes","Female",34,"California",127,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",83,62,59,65,79,78,76,85,71,70,62,61,11,FALSE
"372",751,770,"20201105T035915","20201105T040209",174,"Dem","Dem",96,-96,98,2,0,0,0,"Dem",TRUE,54,"New York","20210120T042210","20210120T043116",545,"2021-01-20 04:31:17","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,47,47,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,NA,50,"Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,60,0,0,0,0,0,0,64,63,0,0,29,50,50,50,50,50,50,24,0,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",54,"New York",481,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,100,50,50,71,50,50,50,50,50,50,76,0,FALSE
"373",752,771,"20201104T210129","20201104T210254",84,"Dem","Dem",73,-73,88,12,9,4,-5,"Dem",TRUE,32,"California","20210119T224346","20210119T224721",214,"2021-01-19 22:47:21","Yes","Dem",NA,"No","Dem",NA,73,"Dem",NA,90,"Joe Biden",100,"Joe Biden",100,"Dem",100,70,67,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Likely",6,NA,71,"Electorate manipulation prior to election day,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,52,47,53,52,53,50,49,52,49,49,52,48,46,52,44,50,45,55,51,49,47,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",32,"California",266,1,FALSE,NA,"Likely","Extremely unlikely",71,51,53,49,52,54,48,56,50,55,45,49,-3,FALSE
"374",753,772,"20201104T234407","20201104T234644",156,"Dem","Dem",100,-100,95,5,10,50,40,"Rep",FALSE,62,"Florida","20210119T214319","20210119T215046",446,"2021-01-19 21:50:47","Yes","Dem",NA,"Yes","Dem",NA,89,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,60,60,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,50,"Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,61,76,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,51,51,51,51,51,85,85,51,51,"Yes","Female",62,"Florida",78,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,85,51,51,51,51,51,51,51,51,51,85,0,FALSE
"375",756,775,"20201104T214524","20201104T214751",147,"Dem","Dem",100,-100,90,10,9,10,1,"Dem",TRUE,55,"Alabama","20210119T221646","20210119T222347",421,"2021-01-19 22:23:48","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,55,55,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,51,"Mail-in ballot fraud
",NA,0,0,0,0,0,0,0,0,0,0,0,50,50,50,49,50,49,50,0,0,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",55,"Alabama",229,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",51,100,50,50,50,50,50,51,50,51,50,100,0,FALSE
"376",757,776,"20201105T072046","20201105T072339",173,"Rep","Rep",100,100,30,30,70,20,-50,"Rep",TRUE,47,"Michigan","20210119T214355","20210119T215208",492,"2021-01-19 21:52:08","Yes","Rep",NA,"Yes","Rep",NA,100,"Rep",NA,100,"Joe Biden",80,"Joe Biden",85,"Don't know",50,70,40,"Joe Biden",100,100,"Likely","Unlikely",NA,NA,25,75,NA,"Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,False news stories by ""left-wing"" media",NA,9,8,82,91,78,0,1,24,24,68,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,55,12,12,11,46,44,41,60,8,55,"Yes","Male",47,"Michigan",88,1,FALSE,NA,"Likely","Unlikely",25,60,8,55,45,55,12,12,11,46,44,41,-30,FALSE
"377",758,777,"20201105T012322","20201105T012930",368,"Rep","Rep",65,65,40,40,9,11,2,"Rep",TRUE,34,"Virginia","20210120T030159","20210120T030914",434,"2021-01-20 03:09:15","Yes","Rep",NA,"Yes","Rep",NA,40,"Rep",NA,5,"Joe Biden",100,"Joe Biden",100,"Dem",100,64,63,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",3,58,NA,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Mail-in ballot fraud
,Tampering with electronic voting systems",NA,4,2,0,0,0,0,0,1,0,0,0,61,62,62,63,62,62,63,64,65,63,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",34,"Virginia",414,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",42,35,37,35,39,38,38,37,38,38,37,36,-1,FALSE
"378",761,780,"20201105T064344","20201105T064528",103,"Ind","Dem",0,0,80,20,50,50,0,"Rep",FALSE,45,"Illinois","20210120T074218","20210120T074621",243,"2021-01-20 07:46:22","Yes","Ind",NA,"Yes","Dem",NA,50,"Dem",NA,75,"Joe Biden",95,"Joe Biden",95,"Dem",90,60,60,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",11,50,NA,"False news stories by ""right-wing"" media,False news stories by ""left-wing"" media",NA,0,0,0,0,0,0,0,100,100,100,51,0,0,0,0,0,0,0,51,51,51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",48,"Illinois",816,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,49,49,100,100,100,100,100,100,100,100,49,0,FALSE
"379",762,781,"20201104T211350","20201104T211532",101,"Dem","Dem",100,-100,100,0,10,5,-5,"Dem",TRUE,27,"Arizona","20210120T044138","20210120T044521",222,"2021-01-20 04:45:21","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,60,60,"Joe Biden",100,100,"Extremely unlikely","Extremely unlikely",NA,NA,0,NA,50,"False news stories by ""right-wing"" media",NA,0,0,0,0,0,0,0,0,1,0,0,50,50,50,50,50,50,50,0,0,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male",27,"Arizona",502,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",50,100,0,50,50,50,50,50,50,50,50,100,0,FALSE
"380",763,782,"20201104T185300","20201104T185533",153,"Ind","Dem",88,-88,64,36,23,46,23,"Dem",TRUE,40,"New York","20210119T214244","20210119T220810",1526,"2021-01-19 22:08:11","Yes","Ind",NA,"Yes","Dem",NA,90,"Dem",NA,95,"Joe Biden",88,"Joe Biden",56,"Dem",85,60,60,"Joe Biden",99,100,NA,NA,"Extremely unlikely","Extremely unlikely",2,NA,52,"Vote buying / voter impersonation / misuse of proxy votes,Mail-in ballot fraud
,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,7,1,0,0,0,0,0,8,12,9,0,31,46,48,55,46,49,49,38,36,52,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female",40,"New York",186,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",52,64,48,53,69,54,52,45,54,51,51,62,0,FALSE
"381",765,784,"20201105T060812","20201105T061020",128,"Ind","Dem",100,-100,95,5,23,17,-6,"Rep",FALSE,71,"Massachusetts","20210120T072358","20210120T073031",392,"2021-01-20 07:30:32","Yes","Ind",NA,"Yes","Dem",NA,99,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,62,76,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Unlikely",12,NA,52,"Electorate manipulation prior to election day,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,63,13,8,55,43,9,8,76,79,34,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,63,61,54,54,57,53,75,86,58,48,"Yes","Female",71,"Massachusetts",783,1,FALSE,NA,"Unlikely","Extremely unlikely",52,86,58,48,58,63,61,54,54,57,53,75,14,FALSE
"382",767,786,"20201104T223836","20201104T224218",222,"Dem","Dem",100,-100,65,35,33,0,-33,"Dem",TRUE,27,"California","20210119T222142","20210119T222855",432,"2021-01-19 22:28:55","Yes","Dem",NA,"Yes","Dem",NA,85,"Dem",NA,86,"Joe Biden",100,"Joe Biden",100,"Dem",100,80,78,"Joe Biden",100,100,"Extremely unlikely","Unlikely",NA,NA,1,0,NA,"Mis-recording of votes by state vote-counters and state electoral officials
,Social media campaigns spreading false information,False news stories by ""right-wing"" media",NA,0,1,0,0,0,1,1,40,14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,100,82,78,51,68,79,100,100,52,51,"Yes","Female",27,"California",236,1,FALSE,NA,"Extremely unlikely","Unlikely",100,100,52,51,51,100,82,78,51,68,79,100,-2,FALSE
"383",771,790,"20201104T194716","20201104T194834",77,"Dem","Dem",100,-100,50,50,5,0,-5,"Dem",TRUE,31,"Illinois","20210119T214201","20210119T214728",327,"2021-01-19 21:47:28","Yes","Dem",NA,"Yes","Dem",NA,100,"Dem",NA,100,"Joe Biden",100,"Joe Biden",100,"Dem",100,53,53,"Joe Biden",100,100,NA,NA,"Extremely unlikely","Extremely unlikely",0,49,NA,"Electorate manipulation prior to election day,Vote buying / voter impersonation / misuse of proxy votes,Ballot manipulation or ballot-box stuffing
,Mail-in ballot fraud
,Tampering with electronic voting systems,Mis-recording of votes by state vote-counters and state electoral officials
,Mis-reporting of final vote counts by state electoral officials,Social media campaigns spreading false information",NA,0,0,0,0,0,0,0,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,50,51,51,51,72,72,45,62,"Yes","Male",31,"Illinois",46,1,FALSE,NA,"Extremely unlikely","Extremely unlikely",51,72,45,62,50,50,50,50,51,51,51,72,0,FALSE
